"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
KonTum,2015/09/20,60608,67187,66179,75249,50622,23784,55268,78900,26071,53012,29741,83766,5797,0456,5726,1341,829,65
KonTum,2015/09/13,10954,80682,27354,52215,94786,04401,34454,90652,65562,54299,14804,25969,2581,7440,2379,4821,176,93
KonTum,2015/09/06,79622,13340,49581,24231,69032,36812,54102,23676,20627,26465,99395,61845,3399,7446,3892,8659,072,80
KonTum,2015/08/30,43202,12560,32326,47154,72768,26059,46061,13013,40464,04199,47717,02063,1320,7557,0982,6005,349,44
KonTum,2015/08/23,69280,93257,22810,10796,59454,85895,32745,29744,93295,71200,54603,91608,9096,3218,8209,3246,324,82
KonTum,2015/08/16,36013,14151,34654,78060,73671,22298,96369,01251,00186,36805,66041,46545,1867,0409,2509,5681,337,75
KonTum,2015/08/09,84460,64698,92309,96121,36550,86887,02741,77721,26066,75468,15607,24156,4968,7640,0090,1531,946,39
KonTum,2015/08/02,33332,16204,71592,76881,26506,21015,94711,42955,39249,77637,42569,53709,9271,6506,3586,9405,263,77
KonTum,2015/07/26,50520,23255,84046,81396,44669,76494,42494,46730,78103,65333,31072,08400,4624,8089,1220,5536,210,02
KonTum,2015/07/19,09840,41364,56850,82853,07691,36852,64703,00435,07303,18617,77950,69167,3038,2770,4159,4081,292,64
KonTum,2015/07/12,30285,48445,46046,67657,73798,46895,79343,79738,22717,14693,68043,49838,1961,3423,4609,8301,521,94
KonTum,2015/07/05,57365,10644,59167,98522,85074,84913,08515,61275,06118,65256,82112,51528,5019,6399,4963,5705,408,10
KonTum,2015/06/28,45390,59693,47925,40426,15621,30321,49927,85411,73299,09589,62286,02407,0039,4442,2537,3047,899,16
KonTum,2015/06/21,39273,48366,07451,98289,53975,10311,24610,94364,43346,15656,68945,58343,6962,6560,9772,1169,612,78
KonTum,2015/06/14,00175,88152,25750,92237,09238,73965,69349,13360,76570,03582,42695,68716,3624,4317,3601,6476,231,93
KonTum,2015/06/07,43949,02452,40913,72387,47305,00095,18114,39224,19778,34507,63397,38908,1976,7322,3321,7862,809,06
